name,identity,address,city,state,postal_code,latitude,longitude
"""Bellini Chaussures""",Customer,"""1119, Rue Sainte-Catherine Ouest""",Montreal,QC,H3B 1H8,45.499713,-73.573478
"""Little Burgundy""",Customer,"""1127 Rue Sainte-Catherine O""",Montreal,QC,H3B 1H8,45.4996638,-73.5736884
"""Spa Sahel""",Customer,"""1117 St. Catherine W, Ste 401""",Montreal,QC,H3B 1H9,45.4998243,-73.5734885
"""Carsleys Whetstone & Company""",Customer,"""1117 Rue Sainte-Catherine Ouest, Bureau 700""",Montreal,QC,H3B 1H9,45.4998243,-73.5734885
"""Wonder Travel""",Customer,"""1117 Rue Sainte-Catherine Ouest""",Montreal,QC,H3B 1H9,45.4998243,-73.57349
"""Communauto""",Customer,"""1117 Sainte-Catherine Rue W""",Montreal,QC,H3B 1H9,45.4998243,-73.5734885
"""H & M""",Customer,"""1117 Saint-Catherine Rue W""",Montreal,QC,H3B 1H9,45.4998243,-73.5734885
"""Hôtel Chez Swann""",Customer,"""1444 Rue Drummond""",Montreal,QC,H3B 1K1,45.4991585,-73.5757003
"""Basha - Drummond""",Customer,"""1202 Rue Sainte-Catherine O""",Montreal,QC,H3B 1K1,45.4986777,-73.5740546
"""Green""",Customer,"""1408 Rue Drummond""",Montreal,QC,H3B 1K1,45.4989143,-73.5751911
"""Sarah Souvenirs""",Customer,"""1172 Rue Sainte-Catherine O.""",Montreal,QC,H3B 1K1,45.4991096,-73.573564
"""Forever 21""",Customer,"""1255 Ste Catherine Ouest""",Montreal,QC,H3B 1K1,45.49809121,-73.57507412
"""Club Downtown""",Customer,"""1200 Rue Sainte-Catherine O""",Montreal,QC,H3B 1K1,45.4987579,-73.5741544
"""iRepair MTL""",Customer,"""1184 Sainte Catherine W, Suite 101""",Montreal,QC,H3B 1K1,45.499005,-73.5739111
"""Brandy Melville""",Customer,"""1188 Rue Sainte-Catherine O""",Montreal,QC,H3B 1K1,45.4988942,-73.5738454
"""Joe's Panini""",Customer,"""1404 Rue Drummond""",Montreal,QC,H3B 1K1,45.49871645,-73.57465021
"""Montreal Limo""",Customer,"""1168 Rue Sainte-Catherine O""",Montreal,QC,H3B 1K1,45.4991736,-73.5734953
"""Mister Steer""",Customer,"""1198 Rue Sainte-Catherine O""",Montreal,QC,H3B 1K1,45.498739,-73.574025
"""Le Vieux Dublin Pub & Restaurant""",Customer,"""636 Rue Cathcart""",Montreal,QC,H3B 1L9,45.5030644,-73.5684607
"""Chop'd & Co""",Customer,"""1241 Avenue McGill College""",Montreal,QC,H3B 1M6,45.5017333,-73.5702325
"""Tailleurs Universels Nettoyeurs""",Customer,"""1105 Rue Cypress""",Montreal,QC,H3B 1N3,45.4993312,-73.5717242
"""Tim Hortons""",Customer,"""605 Boulevard René-Lévesque O""",Montreal,QC,H3B 1P4,45.5029472,-73.5667678
"""Microbytes""",Customer,"""625 Rene-Levesque Boul W""",Montreal,QC,H3B 1R2,45.50255,-73.5672174
"""Gibson Salon Spa""",Customer,"""900 Boul René-Lévesque Ouest""",Montreal,QC,H3B 1X8,45.500213,-73.568667
"""Restaurant Rosélys""",Customer,"""900 Boulevard René-Lévesque O""",Montreal,QC,H3B 1X8,45.5006176,-73.5677794
"""Vargas""",Customer,"""690 Boulevard René Levesque O""",Montreal,QC,H3B 1X8,45.501487,-73.567383
"""Lenny Slepchik, DDS""",Customer,"""800 Boul Rene-Levesque W, Suite 310""",Montreal,QC,H3B 1X9,45.49940654,-73.58058894
"""Place Ville Marie""",Customer,"""1 Place Ville Marie""",Montreal,QC,H3B 2B6,45.5017901,-73.5686803
"""Au Sommet Place Ville Marie""",Customer,"""3 Place Ville Marie""",Montreal,QC,H3B 2B6,45.502057,-73.569345
"""WeWork - Place Ville-Marie""",Customer,"""3 Place Ville Marie, Suite 400""",Montreal,QC,H3B 2E3,45.502057,-73.569345
"""Chop Crazy Créations""",Customer,"""895 Blvd de La Gauchetiere Ouest""",Montreal,QC,H3B 2M4,45.499918,-73.566459
"""La Cage""",Customer,"""1212  Avenue des Canadiens-de-Montréal""",Montreal,QC,H3B 2S2,45.4963316,-73.569386
"""Rôtisserie St-Hubert""",Customer,"""1180 Avenue des Canadiens-de-Montréal""",Montreal,QC,H3B 2S2,45.4969715,-73.5692076
"""St George's Anglican Church""",Customer,"""1101 Rue Stanley""",Montreal,QC,H3B 2S6,45.497699,-73.5694089
"""NÜ Salon""",Customer,"""1236 Rue Stanley""",Montreal,QC,H3B 2S7,45.4988837,-73.5727143
"""Chez Lien Plus""",Customer,"""1246 Rue Stanley""",Montreal,QC,H3B 2S7,45.4988988,-73.5728904
"""Ka Lo Hin""",Customer,"""1240 Stanley Street""",Montreal,QC,H3B 2S7,45.498807,-73.5726573
"""Kant Photo Studio""",Customer,"""1226 Rue Stanley""",Montreal,QC,H3B 2S7,45.4986869,-73.5724163
"""Restaurant Santa Lucia""",Customer,"""1264 Rue Stanley""",Montreal,QC,H3B 2S7,45.499007,-73.573094
"""Club La Boom""",Customer,"""1254 Rue Stanley""",Montreal,QC,H3B 2S7,45.498932,-73.5729443
"""Cibo & Vino""",Customer,"""1228 Rue Stanley""",Montreal,QC,H3B 2S7,45.498713,-73.5724668
"""Hakata Ramen""",Customer,"""1216 Rue Stanley, Suite 200""",Montreal,QC,H3B 2S7,45.49840618,-73.57269287
"""Cafe Presto""",Customer,"""1244 Stanley Rue""",Montreal,QC,H3B 2S7,45.4988506,-73.5727489
"""Chez Parée""",Customer,"""1258 Rue Stanley""",Montreal,QC,H3B 2S7,45.4989538,-73.5730001
"""Salsatheque""",Customer,"""1220 Peel Rue""",Montreal,QC,H3B 2T6,45.499479,-73.5724709
"""Peel Pub""",Customer,"""1196 Rue Peel""",Montreal,QC,H3B 2T6,45.4994033,-73.5719425
"""La Belle Province""",Customer,"""1216 Rue Peel""",Montreal,QC,H3B 2T6,45.4995617,-73.5722151
"""McLean's Pub""",Customer,"""1210 Rue Peel""",Montreal,QC,H3B 2T6,45.4995324,-73.5721956
"""Nickels""",Customer,"""1200 Rue Peel""",Montreal,QC,H3B 2T6,45.49943502,-73.57211687
"""Shawarmaz""",Customer,"""1206 Rue Peel""",Montreal,QC,H3B 2T6,45.4995232,-73.5720247
"""Centre Infotouriste De Montreal""",Customer,"""1255 Rue Peel""",Montreal,QC,H3B 2T9,45.500298,-73.5717631
"""Aerie by American Eagle""",Customer,"""1035 Rue Saint Catherine O""",Montreal,QC,H3B 2T9,45.5001407,-73.5728117
"""Tim Hortons""",Customer,"""1257 Rue Peel""",Montreal,QC,H3B 2T9,45.4999692,-73.5724667
"""Le Square Dorchester""",Customer,"""""",Montreal,QC,H3B 2T9,45.49959717,-73.570932
"""Dunn's Famous""",Customer,"""1249 Rue Metcalfe""",Montreal,QC,H3B 2V5,45.500557,-73.5716254
"""Location D'autos Et De Camions Avis""",Customer,"""1225 Rue Metcalfe""",Montreal,QC,H3B 2V5,45.5004743,-73.5711192
"""Andies Barber Shop""",Customer,"""1245 Rue Metcalf""",Montreal,QC,H3B 2V5,45.50048546,-73.57157171
"""Balsam Inn""",Customer,"""1237 Rue Metcalfe""",Montreal,QC,H3B 2V5,45.5004983,-73.5715054
"""Dominion Square Tavern""",Customer,"""1243 Rue Metcalfe""",Montreal,QC,H3B 2V5,45.5005531,-73.5715421
"""Avis Car & Truck Rental""",Customer,"""1225 Metcalfe Rue""",Montreal,QC,H3B 2V5,45.5004743,-73.5711192
"""Club Athlétique Mansfield""",Customer,"""1230 Rue Mansfield""",Montreal,QC,H3B 2Y3,45.50085808,-73.57102854
"""Kinatex Sports Physio""",Customer,"""1250 Rue Mansfield""",Montreal,QC,H3B 2Y3,45.5010903,-73.5713572
"""Escondite""",Customer,"""1206 avenue Union""",Montreal,QC,H3B 3A7,45.5030179,-73.5680357
"""Restaurant Le Leman""",Customer,"""1175 Boulevard Robert-Bourassa""",Montreal,QC,H3B 3A7,45.5023299,-73.5680289
"""Les Glaceurs""",Customer,"""1245 Rue University""",Montreal,QC,H3B 3A8,45.5029294,-73.5691202
"""Popeye's Suppléments - Montréal""",Customer,"""1243A Boulevard Robert-Bourassa""",Montreal,QC,H3B 3A8,45.5030111,-73.5692038
"""Helvetia Service des Montres""",Customer,"""1255 Boulevard Robert-Bourassa, Suite 1503""",Montreal,QC,H3B 3B6,45.50315944,-73.56935608
"""East""",Customer,"""1250 Boulevard Robert-Bourassa""",Montreal,QC,H3B 3B8,45.5027146,-73.5693876
"""Renaissance Montreal Downtown Hotel""",Customer,"""1250 Boulevard Robert-Bourassa""",Montreal,QC,H3B 3B8,45.50272258,-73.5693562
"""New Balance Montreal""",Customer,"""654 Rue Sainte-Catherine O""",Montreal,QC,H3B 3B8,45.503335,-73.569645
"""Koa Lua""",Customer,"""1212 Avenue Union""",Montreal,QC,H3B 3C4,45.503109,-73.5680105
"""La Habanera""",Customer,"""1216 Avenue Union""",Montreal,QC,H3B 3C4,45.5032888,-73.5682873
"""Second Cup""",Customer,"""1235 Rue Du Square-Phillips""",Montreal,QC,H3B 3E9,45.5040253,-73.5684808
"""Mandy's""",Customer,"""1241 Rue de Place Phillips""",Montreal,QC,H3B 3E9,45.50411218,-73.56840364
"""Soupebol Nouillerie""",Customer,"""1245 Du Square-Phillips Rue""",Montreal,QC,H3B 3E9,45.5040904,-73.5686095
"""Le Grand Comptoir""",Customer,"""1225 Rue du Square-Phillips""",Montreal,QC,H3B 3E9,45.5040124,-73.5682018
"""Il Focolaio""",Customer,"""1223 Rue du Square-Phillips""",Montreal,QC,H3B 3E9,45.5040151,-73.5681774
"""Laitue & Go""",Customer,"""1 Place Ville Marie, Suite 11515""",Montreal,QC,H3B 3Y1,45.5017817,-73.567755
"""L'Occitane""",Customer,"""1 Place Ville Marie""",Montreal,QC,H3B 3Y1,45.5017817,-73.567755
"""Van Houtte Cafe""",Customer,"""1 Pl Ville Marie""",Montreal,QC,H3B 3Y1,45.5017817,-73.567755
"""Fairmont The Queen Elizabeth""",Customer,"""900 Boulevard René-Lévesque Ouest""",Montreal,QC,H3B 4A5,45.500451,-73.568115
"""Ville de Montréal""",Customer,"""""",Montreal,QC,H3B 4A5,45.5013459,-73.5676026
"""Educa Jeu""",Customer,"""100-1, Place Ville-Marie""",Montreal,QC,H3B 4A7,45.5017817,-73.567755
"""Bar le Sénateur""",Customer,"""1 Place du Canada""",Montreal,QC,H3B 4C9,45.497457,-73.567265
"""Starbucks""",Customer,"""Rue Peel & Rue St-Antoine W""",Montreal,QC,H3B 4C9,45.4976532,-73.5674259
"""Marriott Montréal Château Champlain""",Customer,"""1 Place du Canada""",Montreal,QC,H3B 4C9,45.49767672,-73.56743306
"""Second Cup""",Customer,"""895 Rue De La Gauchetiere E""",Montreal,QC,H3B 4G1,45.499504,-73.566752
"""Sushi Shop Gare Central 9123-1894 Que""",Customer,"""895 De La Gauchetiere Rue W""",Montreal,QC,H3B 4G1,45.499918,-73.566459
"""Tim Hortons""",Customer,"""895 De La Gauchetiere Rue W""",Montreal,QC,H3B 4G1,45.499918,-73.566459
"""Boulangerie Premiere Moisson""",Customer,"""895 De La Gauchetiere Rue W""",Montreal,QC,H3B 4G1,45.4999489,-73.5666644
"""Rotisserie Fusée""",Customer,"""895 Rue de la Gauchetière O, Local 90-413""",Montreal,QC,H3B 4G1,45.500116,-73.566093
"""Bureau en Gros""",Customer,"""895 Rue de la Gauchetière Ouest""",Montreal,QC,H3B 4G1,45.4996676,-73.5666243
"""Saint Cinnamon""",Customer,"""895 Rue de la Gauchetière O""",Montreal,QC,H3B 4G1,45.500119,-73.566098
"""Dame Nature""",Customer,"""895 Rue De La Gauchetère Ouest""",Montreal,QC,H3B 4G1,45.499918,-73.566459
"""Deli Planet""",Customer,"""895 Rue de la Gauchetiere O, # 54""",Montreal,QC,H3B 4G1,45.499918,-73.566459
"""Gare Centrale""",Customer,"""895 Rue de la Gauchetière O""",Montreal,QC,H3B 4G1,45.49998981,-73.56660183
"""Budget Rent-A-Car Limited Garecentrale""",Customer,"""895 De La Gauchetiere Rue W""",Montreal,QC,H3B 4G1,45.499918,-73.566459
"""Edo Japon""",Customer,"""705 Rue Sainte-Catherine O""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
"""Kernels Popcorn""",Customer,"""705 Street Catherine W""",Montreal,QC,H3B 4G5,45.50361,-73.571405
"""Centre Eaton de Montréal""",Customer,"""705 Rue Sainte-Catherine O""",Montreal,QC,H3B 4G5,45.5027544,-73.5714715
"""Jugo Juice""",Customer,"""705 Rue Sainte-Catherine O""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
"""Ardene""",Customer,"""Centre Eaton, 705 Rue Saint-Catherine Ouest, Suite 102""",Montreal,QC,H3B 4G5,45.5027544,-73.5714715
"""Aqua Lunch Eaton""",Customer,"""705 Rue Sainte-Catherine O""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
"""Les Ongles Diva Nails""",Customer,"""705 Rue Sainte-Catherine Ouest""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
"""Crepe De Gerard""",Customer,"""705 Rue Sainte-Catherine O""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
"""Tour De Jeux""",Customer,"""705 Rue Sainte-Catherine Ouest, Centre Eaton""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
"""Amir Restaurant""",Customer,"""705 Rue Sainte-Catherine O""",Montreal,QC,H3B 4G5,45.5027545,-73.5714715
