,Airline,scores,compound,sent_type,Airline_Mentioned,Attribute_Mentioned,delta_airline,american_airline,united_airline,spirit_airline,air_canada,ryanair,frontier_airline,emirates_airline,southwest_airline,british_airway,comfort,in-flight_entertainment,customer_service,monetary_values,cleanliness,check-in_boarding,food_beverage
1969,Delta_Airline,"{'neg': 0.056, 'neu': 0.871, 'pos': 0.073, 'compound': 0.5964}",0.5964,2,['delta_airline'],"['check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1970,Delta_Airline,"{'neg': 0.119, 'neu': 0.833, 'pos': 0.048, 'compound': -0.7514}",-0.7514,0,['delta_airline'],"['customer_service', 'food_beverage', 'check-in_boarding']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1971,Delta_Airline,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.7184}",-0.7184,0,['delta_airline'],"['monetary_values', 'check-in_boarding']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1972,Delta_Airline,"{'neg': 0.057, 'neu': 0.802, 'pos': 0.141, 'compound': 0.9731}",0.9731,2,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1973,Delta_Airline,"{'neg': 0.077, 'neu': 0.895, 'pos': 0.028, 'compound': -0.5923}",-0.5923,0,['delta_airline'],"['customer_service', 'check-in_boarding', 'comfort']",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1974,Delta_Airline,"{'neg': 0.06, 'neu': 0.805, 'pos': 0.135, 'compound': 0.8901}",0.8901,2,['delta_airline'],"['customer_service', 'monetary_values']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1975,Delta_Airline,"{'neg': 0.04, 'neu': 0.925, 'pos': 0.034, 'compound': 0.0971}",0.0971,2,['delta_airline'],"['monetary_values', 'check-in_boarding', 'comfort']",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1976,Delta_Airline,"{'neg': 0.034, 'neu': 0.878, 'pos': 0.089, 'compound': 0.6797}",0.6797,2,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1977,Delta_Airline,"{'neg': 0.192, 'neu': 0.723, 'pos': 0.086, 'compound': -0.8698}",-0.8698,0,['delta_airline'],['customer_service'],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1978,Delta_Airline,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.9328}",-0.9328,0,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1979,Delta_Airline,"{'neg': 0.026, 'neu': 0.937, 'pos': 0.037, 'compound': 0.2023}",0.2023,2,['delta_airline'],"['customer_service', 'check-in_boarding']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1980,Delta_Airline,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.9366}",0.9366,2,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1981,Delta_Airline,"{'neg': 0.152, 'neu': 0.799, 'pos': 0.048, 'compound': -0.7089}",-0.7089,0,['delta_airline'],['check-in_boarding'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1982,Delta_Airline,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1,['delta_airline'],"['monetary_values', 'comfort', 'customer_service', 'check-in_boarding']",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1983,Delta_Airline,"{'neg': 0.074, 'neu': 0.903, 'pos': 0.023, 'compound': -0.854}",-0.854,0,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1984,Delta_Airline,"{'neg': 0.023, 'neu': 0.942, 'pos': 0.035, 'compound': 0.2732}",0.2732,2,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1985,Delta_Airline,"{'neg': 0.072, 'neu': 0.839, 'pos': 0.089, 'compound': 0.5498}",0.5498,2,['delta_airline'],"['check-in_boarding', 'cleanliness', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1986,Delta_Airline,"{'neg': 0.075, 'neu': 0.893, 'pos': 0.031, 'compound': -0.6987}",-0.6987,0,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values']",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1987,Delta_Airline,"{'neg': 0.027, 'neu': 0.902, 'pos': 0.071, 'compound': 0.552}",0.552,2,['delta_airline'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values']",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1988,Delta_Airline,"{'neg': 0.209, 'neu': 0.763, 'pos': 0.028, 'compound': -0.8959}",-0.8959,0,['delta_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1989,Delta_Airline,"{'neg': 0.051, 'neu': 0.931, 'pos': 0.018, 'compound': -0.6249}",-0.6249,0,['delta_airline'],"['check-in_boarding', 'comfort']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1990,Delta_Airline,"{'neg': 0.074, 'neu': 0.905, 'pos': 0.021, 'compound': -0.5898}",-0.5898,0,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1991,Delta_Airline,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1,['delta_airline'],['monetary_values'],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1992,Delta_Airline,"{'neg': 0.103, 'neu': 0.878, 'pos': 0.02, 'compound': -0.8622}",-0.8622,0,['delta_airline'],['check-in_boarding'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1993,Delta_Airline,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.9477}",-0.9477,0,['delta_airline'],"['check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1994,Delta_Airline,"{'neg': 0.04, 'neu': 0.898, 'pos': 0.062, 'compound': 0.5214}",0.5214,2,"['delta_airline', 'southwest_airline']","['monetary_values', 'check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
1995,Delta_Airline,"{'neg': 0.013, 'neu': 0.922, 'pos': 0.065, 'compound': 0.5849}",0.5849,2,['delta_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1996,Delta_Airline,"{'neg': 0.154, 'neu': 0.83, 'pos': 0.016, 'compound': -0.9041}",-0.9041,0,['delta_airline'],"['monetary_values', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1997,Delta_Airline,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.743}",-0.743,0,['delta_airline'],"['check-in_boarding', 'in-flight_entertainment', 'customer_service']",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1998,Delta_Airline,"{'neg': 0.083, 'neu': 0.903, 'pos': 0.014, 'compound': -0.8481}",-0.8481,0,['delta_airline'],"['comfort', 'check-in_boarding', 'customer_service']",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1999,Delta_Airline,"{'neg': 0.036, 'neu': 0.919, 'pos': 0.045, 'compound': 0.5334}",0.5334,2,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2000,American_Airline,"{'neg': 0.0, 'neu': 0.975, 'pos': 0.025, 'compound': 0.4215}",0.4215,2,"['american_airline', 'united_airline']","['check-in_boarding', 'customer_service']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2001,American_Airline,"{'neg': 0.073, 'neu': 0.868, 'pos': 0.06, 'compound': -0.1187}",-0.1187,0,['american_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2002,American_Airline,"{'neg': 0.059, 'neu': 0.828, 'pos': 0.113, 'compound': 0.8317}",0.8317,2,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2003,American_Airline,"{'neg': 0.078, 'neu': 0.875, 'pos': 0.047, 'compound': -0.3773}",-0.3773,0,['american_airline'],['check-in_boarding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,American_Airline,"{'neg': 0.056, 'neu': 0.923, 'pos': 0.021, 'compound': -0.5256}",-0.5256,0,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2005,American_Airline,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.3716}",0.3716,2,['american_airline'],"['monetary_values', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2006,American_Airline,"{'neg': 0.029, 'neu': 0.949, 'pos': 0.023, 'compound': -0.3818}",-0.3818,0,['american_airline'],"['check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2007,American_Airline,"{'neg': 0.021, 'neu': 0.968, 'pos': 0.011, 'compound': -0.25}",-0.25,0,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2008,American_Airline,"{'neg': 0.075, 'neu': 0.866, 'pos': 0.059, 'compound': -0.0258}",-0.0258,0,['american_airline'],"['comfort', 'monetary_values', 'customer_service']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2009,American_Airline,"{'neg': 0.03, 'neu': 0.97, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,"['american_airline', 'delta_airline', 'southwest_airline']","['check-in_boarding', 'customer_service', 'monetary_values']",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
2010,American_Airline,"{'neg': 0.142, 'neu': 0.784, 'pos': 0.074, 'compound': -0.6532}",-0.6532,0,['american_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2011,American_Airline,"{'neg': 0.064, 'neu': 0.922, 'pos': 0.014, 'compound': -0.743}",-0.743,0,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2012,American_Airline,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.8266}",-0.8266,0,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013,American_Airline,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.9545}",-0.9545,0,['american_airline'],"['check-in_boarding', 'food_beverage']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,American_Airline,"{'neg': 0.012, 'neu': 0.953, 'pos': 0.035, 'compound': 0.6124}",0.6124,2,['american_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2015,American_Airline,"{'neg': 0.039, 'neu': 0.912, 'pos': 0.048, 'compound': 0.3612}",0.3612,2,['american_airline'],"['customer_service', 'comfort', 'check-in_boarding', 'in-flight_entertainment']",0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2016,American_Airline,"{'neg': 0.025, 'neu': 0.975, 'pos': 0.0, 'compound': -0.3164}",-0.3164,0,['american_airline'],"['monetary_values', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2017,American_Airline,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.894}",-0.894,0,['american_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2018,American_Airline,"{'neg': 0.042, 'neu': 0.872, 'pos': 0.086, 'compound': 0.8654}",0.8654,2,['american_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2019,American_Airline,"{'neg': 0.113, 'neu': 0.873, 'pos': 0.014, 'compound': -0.9449}",-0.9449,0,['american_airline'],"['check-in_boarding', 'customer_service', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2020,American_Airline,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0,['american_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2021,American_Airline,"{'neg': 0.018, 'neu': 0.899, 'pos': 0.083, 'compound': 0.7983}",0.7983,2,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022,American_Airline,"{'neg': 0.095, 'neu': 0.833, 'pos': 0.071, 'compound': -0.2514}",-0.2514,0,['american_airline'],['customer_service'],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,American_Airline,"{'neg': 0.139, 'neu': 0.837, 'pos': 0.024, 'compound': -0.9622}",-0.9622,0,['american_airline'],"['comfort', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,American_Airline,"{'neg': 0.086, 'neu': 0.898, 'pos': 0.017, 'compound': -0.9185}",-0.9185,0,['american_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2025,American_Airline,"{'neg': 0.033, 'neu': 0.869, 'pos': 0.099, 'compound': 0.7351}",0.7351,2,['american_airline'],"['check-in_boarding', 'cleanliness', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2026,American_Airline,"{'neg': 0.09, 'neu': 0.859, 'pos': 0.05, 'compound': -0.8437}",-0.8437,0,"['american_airline', 'emirates_airline']","['check-in_boarding', 'customer_service', 'comfort', 'monetary_values']",0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2027,American_Airline,"{'neg': 0.024, 'neu': 0.946, 'pos': 0.03, 'compound': 0.2924}",0.2924,2,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2028,American_Airline,"{'neg': 0.068, 'neu': 0.9, 'pos': 0.032, 'compound': -0.5987}",-0.5987,0,['american_airline'],['monetary_values'],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2029,American_Airline,"{'neg': 0.16, 'neu': 0.803, 'pos': 0.036, 'compound': -0.9716}",-0.9716,0,['american_airline'],"['monetary_values', 'comfort', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2030,American_Airline,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.9035}",-0.9035,0,['american_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2031,American_Airline,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.7933}",-0.7933,0,['american_airline'],"['customer_service', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2032,American_Airline,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5719}",0.5719,2,['american_airline'],[],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,American_Airline,"{'neg': 0.026, 'neu': 0.974, 'pos': 0.0, 'compound': -0.3291}",-0.3291,0,['american_airline'],"['check-in_boarding', 'comfort', 'food_beverage', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2034,American_Airline,"{'neg': 0.065, 'neu': 0.796, 'pos': 0.139, 'compound': 0.808}",0.808,2,['american_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2035,American_Airline,"{'neg': 0.166, 'neu': 0.77, 'pos': 0.064, 'compound': -0.9159}",-0.9159,0,['american_airline'],"['monetary_values', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2036,American_Airline,"{'neg': 0.09, 'neu': 0.883, 'pos': 0.027, 'compound': -0.7935}",-0.7935,0,['american_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2037,American_Airline,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1,"['american_airline', 'british_airway']","['customer_service', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2038,American_Airline,"{'neg': 0.048, 'neu': 0.924, 'pos': 0.028, 'compound': -0.2225}",-0.2225,0,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2039,American_Airline,"{'neg': 0.063, 'neu': 0.917, 'pos': 0.021, 'compound': -0.5994}",-0.5994,0,['american_airline'],"['customer_service', 'check-in_boarding', 'food_beverage', 'monetary_values', 'cleanliness', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2040,American_Airline,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9312}",0.9312,2,['american_airline'],"['monetary_values', 'cleanliness', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2041,American_Airline,"{'neg': 0.11, 'neu': 0.843, 'pos': 0.046, 'compound': -0.8968}",-0.8968,0,['american_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2042,American_Airline,"{'neg': 0.023, 'neu': 0.837, 'pos': 0.141, 'compound': 0.9653}",0.9653,2,['american_airline'],['check-in_boarding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2043,American_Airline,"{'neg': 0.155, 'neu': 0.716, 'pos': 0.128, 'compound': -0.2023}",-0.2023,0,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2044,American_Airline,"{'neg': 0.165, 'neu': 0.724, 'pos': 0.111, 'compound': -0.9296}",-0.9296,0,['american_airline'],"['customer_service', 'comfort', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2045,American_Airline,"{'neg': 0.137, 'neu': 0.849, 'pos': 0.014, 'compound': -0.9313}",-0.9313,0,['american_airline'],[],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,American_Airline,"{'neg': 0.05, 'neu': 0.933, 'pos': 0.018, 'compound': -0.4353}",-0.4353,0,['american_airline'],"['check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2047,American_Airline,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.8484}",-0.8484,0,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2048,American_Airline,"{'neg': 0.147, 'neu': 0.83, 'pos': 0.023, 'compound': -0.9561}",-0.9561,0,['american_airline'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment']",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2049,American_Airline,"{'neg': 0.074, 'neu': 0.868, 'pos': 0.057, 'compound': -0.5217}",-0.5217,0,['american_airline'],['check-in_boarding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2050,American_Airline,"{'neg': 0.087, 'neu': 0.882, 'pos': 0.031, 'compound': -0.624}",-0.624,0,['american_airline'],"['monetary_values', 'check-in_boarding', 'food_beverage', 'in-flight_entertainment']",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
2051,American_Airline,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1,['american_airline'],['check-in_boarding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2052,American_Airline,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0,['american_airline'],"['customer_service', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2053,American_Airline,"{'neg': 0.294, 'neu': 0.692, 'pos': 0.014, 'compound': -0.9746}",-0.9746,0,['american_airline'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2054,American_Airline,"{'neg': 0.038, 'neu': 0.916, 'pos': 0.046, 'compound': 0.1884}",0.1884,2,['american_airline'],['check-in_boarding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2055,American_Airline,"{'neg': 0.125, 'neu': 0.765, 'pos': 0.11, 'compound': -0.6827}",-0.6827,0,['american_airline'],"['check-in_boarding', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2056,American_Airline,"{'neg': 0.14, 'neu': 0.852, 'pos': 0.008, 'compound': -0.9606}",-0.9606,0,['american_airline'],"['customer_service', 'check-in_boarding', 'comfort']",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2057,American_Airline,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.9724}",-0.9724,0,['american_airline'],"['check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2058,American_Airline,"{'neg': 0.07, 'neu': 0.633, 'pos': 0.297, 'compound': 0.802}",0.802,2,['american_airline'],"['customer_service', 'comfort', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2059,American_Airline,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.9715}",-0.9715,0,['american_airline'],['check-in_boarding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2060,American_Airline,"{'neg': 0.018, 'neu': 0.937, 'pos': 0.045, 'compound': 0.4692}",0.4692,2,"['american_airline', 'delta_airline', 'united_airline']","['monetary_values', 'check-in_boarding', 'customer_service']",1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2061,American_Airline,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2846}",-0.2846,0,['american_airline'],"['check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2062,American_Airline,"{'neg': 0.076, 'neu': 0.872, 'pos': 0.053, 'compound': -0.1027}",-0.1027,0,['american_airline'],"['check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2063,American_Airline,"{'neg': 0.015, 'neu': 0.985, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0,['american_airline'],"['check-in_boarding', 'food_beverage']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2064,American_Airline,"{'neg': 0.164, 'neu': 0.818, 'pos': 0.018, 'compound': -0.9722}",-0.9722,0,['american_airline'],"['comfort', 'check-in_boarding', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2065,American_Airline,"{'neg': 0.06, 'neu': 0.907, 'pos': 0.033, 'compound': -0.5162}",-0.5162,0,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2066,American_Airline,"{'neg': 0.056, 'neu': 0.853, 'pos': 0.092, 'compound': 0.5502}",0.5502,2,['american_airline'],"['check-in_boarding', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2067,American_Airline,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6728}",0.6728,2,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2068,American_Airline,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.8398}",-0.8398,0,['american_airline'],"['cleanliness', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2069,American_Airline,"{'neg': 0.03, 'neu': 0.685, 'pos': 0.285, 'compound': 0.9674}",0.9674,2,['american_airline'],"['check-in_boarding', 'customer_service', 'comfort', 'in-flight_entertainment', 'cleanliness']",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
2070,American_Airline,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1,['american_airline'],"['customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2071,American_Airline,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.7579}",-0.7579,0,"['american_airline', 'southwest_airline']","['monetary_values', 'check-in_boarding']",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2072,American_Airline,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.6124}",-0.6124,0,['american_airline'],[],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,American_Airline,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.8658}",-0.8658,0,['american_airline'],"['comfort', 'customer_service', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2074,American_Airline,"{'neg': 0.129, 'neu': 0.85, 'pos': 0.021, 'compound': -0.8047}",-0.8047,0,"['american_airline', 'southwest_airline']","['monetary_values', 'customer_service', 'check-in_boarding']",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
2075,American_Airline,"{'neg': 0.082, 'neu': 0.844, 'pos': 0.074, 'compound': -0.0258}",-0.0258,0,['american_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2076,American_Airline,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.9677}",-0.9677,0,['american_airline'],"['check-in_boarding', 'food_beverage']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2077,American_Airline,"{'neg': 0.115, 'neu': 0.829, 'pos': 0.057, 'compound': -0.8513}",-0.8513,0,['american_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2078,American_Airline,"{'neg': 0.126, 'neu': 0.752, 'pos': 0.122, 'compound': -0.0516}",-0.0516,0,['american_airline'],"['comfort', 'check-in_boarding']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2079,American_Airline,"{'neg': 0.109, 'neu': 0.874, 'pos': 0.017, 'compound': -0.8841}",-0.8841,0,['american_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'customer_service']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
