,Airline_Mentioned,Attribute_Mentioned
447,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
448,['delta_airline'],"['customer_service', 'check-in_boarding', 'comfort', 'in-flight_entertainment']"
449,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
450,['delta_airline'],['check-in_boarding']
451,['delta_airline'],"['customer_service', 'check-in_boarding']"
452,['delta_airline'],"['customer_service', 'check-in_boarding']"
453,['delta_airline'],"['check-in_boarding', 'in-flight_entertainment', 'food_beverage', 'customer_service']"
454,['delta_airline'],['check-in_boarding']
455,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
456,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
457,['delta_airline'],['check-in_boarding']
458,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values']"
459,['delta_airline'],"['customer_service', 'monetary_values']"
460,['delta_airline'],"['cleanliness', 'comfort']"
461,['delta_airline'],"['check-in_boarding', 'monetary_values', 'in-flight_entertainment']"
462,['delta_airline'],"['check-in_boarding', 'customer_service', 'food_beverage']"
463,['delta_airline'],['monetary_values']
464,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
465,['delta_airline'],"['check-in_boarding', 'comfort', 'food_beverage']"
466,['delta_airline'],"['comfort', 'monetary_values']"
467,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
468,['delta_airline'],"['check-in_boarding', 'customer_service']"
469,['delta_airline'],"['customer_service', 'check-in_boarding', 'comfort']"
470,['delta_airline'],"['check-in_boarding', 'monetary_values']"
471,['delta_airline'],['check-in_boarding']
472,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
473,['delta_airline'],['check-in_boarding']
474,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
475,['delta_airline'],['check-in_boarding']
476,['delta_airline'],"['check-in_boarding', 'comfort']"
477,['delta_airline'],"['check-in_boarding', 'customer_service']"
478,['delta_airline'],"['comfort', 'check-in_boarding']"
479,['delta_airline'],"['food_beverage', 'check-in_boarding']"
480,['delta_airline'],"['comfort', 'monetary_values']"
481,['delta_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
482,['delta_airline'],"['customer_service', 'monetary_values', 'comfort']"
483,['delta_airline'],"['customer_service', 'check-in_boarding', 'comfort']"
484,['delta_airline'],['customer_service']
485,"['delta_airline', 'american_airline']","['check-in_boarding', 'customer_service', 'monetary_values']"
486,['delta_airline'],"['check-in_boarding', 'customer_service']"
487,['delta_airline'],"['monetary_values', 'check-in_boarding']"
488,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
489,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
490,['delta_airline'],['check-in_boarding']
491,"['delta_airline', 'united_airline']","['customer_service', 'comfort', 'check-in_boarding']"
492,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
493,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
494,['delta_airline'],"['check-in_boarding', 'monetary_values']"
495,"['delta_airline', 'southwest_airline']",['monetary_values']
496,"['delta_airline', 'southwest_airline']","['check-in_boarding', 'monetary_values']"
497,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
498,['delta_airline'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values']"
499,['delta_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
500,['delta_airline'],"['check-in_boarding', 'customer_service']"
501,['delta_airline'],"['check-in_boarding', 'customer_service']"
502,['delta_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
503,['delta_airline'],"['monetary_values', 'customer_service']"
504,['delta_airline'],"['monetary_values', 'in-flight_entertainment', 'check-in_boarding']"
505,['delta_airline'],"['check-in_boarding', 'customer_service']"
506,['delta_airline'],"['check-in_boarding', 'customer_service', 'food_beverage']"
507,['delta_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
508,['delta_airline'],"['monetary_values', 'comfort']"
509,['delta_airline'],"['monetary_values', 'customer_service']"
510,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
511,['delta_airline'],"['customer_service', 'food_beverage', 'comfort']"
512,['delta_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
513,"['delta_airline', 'southwest_airline']","['customer_service', 'monetary_values', 'comfort', 'check-in_boarding', 'in-flight_entertainment']"
514,['delta_airline'],"['check-in_boarding', 'monetary_values']"
515,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
516,['delta_airline'],"['check-in_boarding', 'customer_service']"
517,['delta_airline'],"['check-in_boarding', 'customer_service']"
518,['delta_airline'],"['check-in_boarding', 'customer_service']"
519,['delta_airline'],"['check-in_boarding', 'monetary_values']"
520,['delta_airline'],"['customer_service', 'food_beverage', 'check-in_boarding']"
521,['delta_airline'],['customer_service']
522,['delta_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
523,['delta_airline'],"['customer_service', 'cleanliness', 'check-in_boarding', 'comfort']"
524,['delta_airline'],"['check-in_boarding', 'customer_service']"
525,['delta_airline'],"['comfort', 'check-in_boarding', 'customer_service']"
526,['delta_airline'],"['check-in_boarding', 'in-flight_entertainment', 'customer_service']"
527,['delta_airline'],"['customer_service', 'check-in_boarding']"
528,['delta_airline'],['check-in_boarding']
529,['delta_airline'],"['check-in_boarding', 'monetary_values']"
530,['delta_airline'],"['monetary_values', 'check-in_boarding']"
531,['delta_airline'],"['comfort', 'customer_service', 'check-in_boarding', 'monetary_values']"
532,"['delta_airline', 'southwest_airline']","['check-in_boarding', 'monetary_values']"
533,['delta_airline'],['check-in_boarding']
534,['delta_airline'],"['comfort', 'monetary_values', 'check-in_boarding']"
535,['delta_airline'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service']"
536,['delta_airline'],['check-in_boarding']
537,['delta_airline'],['customer_service']
538,['delta_airline'],['check-in_boarding']
539,"['delta_airline', 'united_airline']","['check-in_boarding', 'customer_service']"
540,['delta_airline'],['check-in_boarding']
541,['delta_airline'],"['check-in_boarding', 'monetary_values']"
542,['delta_airline'],"['comfort', 'in-flight_entertainment']"
543,['delta_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
544,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding', 'food_beverage']"
545,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
546,['delta_airline'],['check-in_boarding']
547,['delta_airline'],"['check-in_boarding', 'food_beverage', 'customer_service']"
548,['delta_airline'],"['check-in_boarding', 'customer_service']"
549,"['delta_airline', 'southwest_airline']","['check-in_boarding', 'comfort', 'in-flight_entertainment', 'food_beverage', 'customer_service']"
550,['delta_airline'],['customer_service']
551,['delta_airline'],"['check-in_boarding', 'comfort', 'customer_service']"
552,['delta_airline'],"['customer_service', 'comfort', 'check-in_boarding']"
553,['delta_airline'],"['check-in_boarding', 'customer_service']"
554,['delta_airline'],"['monetary_values', 'customer_service']"
555,['delta_airline'],"['customer_service', 'monetary_values']"
556,['delta_airline'],"['check-in_boarding', 'comfort']"
557,['delta_airline'],"['monetary_values', 'customer_service']"
558,['delta_airline'],"['monetary_values', 'customer_service']"
559,['delta_airline'],"['check-in_boarding', 'monetary_values']"
560,['delta_airline'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service', 'cleanliness']"
561,['delta_airline'],['customer_service']
562,['delta_airline'],"['monetary_values', 'customer_service']"
563,['delta_airline'],"['monetary_values', 'check-in_boarding']"
564,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
565,['delta_airline'],"['check-in_boarding', 'customer_service']"
566,['delta_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
567,['delta_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
568,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding', 'comfort']"
569,['delta_airline'],"['check-in_boarding', 'comfort', 'customer_service']"
570,['delta_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
571,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
572,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
573,['delta_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
574,['delta_airline'],"['comfort', 'check-in_boarding']"
575,['delta_airline'],"['check-in_boarding', 'customer_service']"
576,['delta_airline'],"['customer_service', 'check-in_boarding', 'food_beverage']"
577,['delta_airline'],['check-in_boarding']
578,['delta_airline'],"['check-in_boarding', 'monetary_values']"
579,['delta_airline'],['check-in_boarding']
580,['delta_airline'],"['monetary_values', 'food_beverage']"
581,['delta_airline'],['monetary_values']
582,['delta_airline'],"['check-in_boarding', 'monetary_values']"
583,['delta_airline'],['check-in_boarding']
584,['delta_airline'],"['check-in_boarding', 'customer_service']"
585,['delta_airline'],"['check-in_boarding', 'monetary_values']"
586,['delta_airline'],"['check-in_boarding', 'customer_service']"
587,['delta_airline'],"['comfort', 'check-in_boarding', 'customer_service']"
589,['delta_airline'],['check-in_boarding']
590,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
591,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service', 'in-flight_entertainment']"
592,['delta_airline'],['check-in_boarding']
593,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
594,['delta_airline'],['check-in_boarding']
595,['delta_airline'],"['monetary_values', 'check-in_boarding']"
596,['delta_airline'],"['check-in_boarding', 'comfort']"
597,['delta_airline'],"['check-in_boarding', 'comfort', 'food_beverage']"
598,['delta_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
599,['delta_airline'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
600,['delta_airline'],"['monetary_values', 'check-in_boarding', 'food_beverage', 'comfort', 'in-flight_entertainment']"
601,['delta_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
602,['delta_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
603,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
604,['delta_airline'],"['check-in_boarding', 'monetary_values']"
605,['delta_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage']"
606,['delta_airline'],"['comfort', 'monetary_values', 'check-in_boarding', 'customer_service']"
607,['delta_airline'],"['check-in_boarding', 'customer_service']"
608,['delta_airline'],"['check-in_boarding', 'comfort', 'monetary_values']"
609,['delta_airline'],"['check-in_boarding', 'customer_service']"
610,['delta_airline'],['check-in_boarding']
611,['delta_airline'],"['customer_service', 'check-in_boarding']"
612,['delta_airline'],"['monetary_values', 'check-in_boarding']"
613,['delta_airline'],['customer_service']
614,['delta_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
615,['delta_airline'],['customer_service']
616,['delta_airline'],['monetary_values']
617,['delta_airline'],['customer_service']
618,['delta_airline'],"['check-in_boarding', 'customer_service']"
619,['delta_airline'],"['check-in_boarding', 'monetary_values']"
620,['delta_airline'],"['monetary_values', 'customer_service']"
621,['delta_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
622,['delta_airline'],['check-in_boarding']
623,['delta_airline'],"['customer_service', 'monetary_values']"
624,['delta_airline'],"['customer_service', 'monetary_values']"
625,['delta_airline'],"['check-in_boarding', 'customer_service']"
626,"['delta_airline', 'united_airline']",['customer_service']
627,['delta_airline'],['check-in_boarding']
628,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
629,['delta_airline'],['check-in_boarding']
630,['delta_airline'],"['monetary_values', 'check-in_boarding']"
631,['delta_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
632,['delta_airline'],"['monetary_values', 'check-in_boarding']"
633,['delta_airline'],"['check-in_boarding', 'customer_service']"
634,['delta_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'customer_service']"
635,['delta_airline'],"['customer_service', 'check-in_boarding']"
636,['delta_airline'],"['monetary_values', 'check-in_boarding']"
637,['delta_airline'],"['monetary_values', 'comfort', 'customer_service']"
638,['delta_airline'],['check-in_boarding']
639,['delta_airline'],"['check-in_boarding', 'customer_service']"
640,['delta_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
641,['delta_airline'],"['customer_service', 'check-in_boarding']"
642,['delta_airline'],"['customer_service', 'check-in_boarding']"
643,['delta_airline'],"['check-in_boarding', 'comfort', 'customer_service']"
644,['delta_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
